# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 13 03:43:33 2018
#
# CONSTRAINT:  where (koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
# CONSTRAINT:  order by kepoi_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
3999,7983117,K03214.02,,CANDIDATE,CANDIDATE,25.090157400,4.8220000e-04,-4.8220000e-04,138.4988000,1.620000e-02,-1.620000e-02,0.935,0.043,-0.651,8.27300,0.54500,-0.54500,37.7,3.400e+00,-3.400e+00,1.35,0.27,-4.300e-01,12.10,2,52,6033.00,183.00,-183.00,1.7880,0.3510,-0.5710,1.1270,0.1890,-0.1720,298.673770,43.795479,12.014
4005,11189311,K03220.01,Kepler-1442 b,CONFIRMED,CANDIDATE,81.416013800,4.8820000e-04,-4.8820000e-04,160.8638700,5.150000e-03,-5.150000e-03,0.911,0.045,-0.531,14.17500,0.76400,-0.76400,762.3,1.610e+01,-1.610e+01,4.63,0.87,-4.400e-01,54.30,1,17,6352.00,113.00,-139.00,1.4010,0.2630,-0.1320,1.3230,0.0980,-0.0880,291.255620,48.846924,12.146
4008,10384298,K03224.01,,CANDIDATE,CANDIDATE,3.438610670,1.8610000e-05,-1.8610000e-05,132.6864100,5.030000e-03,-5.030000e-03,0.629,0.007,-0.497,1.26400,0.17700,-0.17700,46.8,6.600e+00,-6.600e+00,1.01,0.21,-3.300e-01,9.50,1,389,5383.00,88.00,-72.00,1.4010,0.3050,-0.4570,0.9260,0.0530,-0.0530,281.327450,47.584869,12.192
4009,3109550,K03225.01,,CANDIDATE,CANDIDATE,4.875476500,3.9760000e-05,-3.9760000e-05,133.2916700,7.520000e-03,-7.520000e-03,0.084,0.367,-0.084,1.90200,0.25100,-0.25100,39.6,5.600e+00,-5.600e+00,0.80,0.16,-2.200e-01,8.80,1,273,5513.00,169.00,-127.00,1.2860,0.2680,-0.3580,0.9110,0.1100,-0.0640,289.671750,38.297871,12.207
4010,5544450,K03226.01,,CANDIDATE,CANDIDATE,4.293888080,3.1570000e-05,-3.1570000e-05,133.5100200,6.070000e-03,-6.070000e-03,0.272,0.189,-0.272,3.61800,0.17300,-0.17300,110.6,7.100e+00,-7.100e+00,1.68,0.31,-2.300e-01,17.90,2,249,6615.00,65.00,-92.00,1.5740,0.2970,-0.2160,1.3430,0.1110,-0.1000,294.897340,40.798168,12.209
4011,5544450,K03226.02,,CANDIDATE,CANDIDATE,6.936508540,8.1960000e-05,-8.1960000e-05,133.9830900,9.480000e-03,-9.480000e-03,0.331,0.131,-0.331,3.67400,0.27000,-0.27000,88.7,8.900e+00,-8.900e+00,1.51,0.28,-2.100e-01,11.30,2,143,6615.00,65.00,-92.00,1.5740,0.2970,-0.2160,1.3430,0.1110,-0.1000,294.897340,40.798168,12.209
4017,9569711,K03232.01,,CANDIDATE,CANDIDATE,6.059198810,3.2120000e-05,-3.2120000e-05,133.6743700,4.230000e-03,-4.230000e-03,0.438,0.515,-0.234,1.36500,0.14100,-0.14100,154.2,1.720e+01,-1.720e+01,1.21,0.18,-9.000e-02,11.70,1,220,5734.00,104.00,-115.00,0.9620,0.1370,-0.0740,0.9770,0.0620,-0.0680,282.117830,46.223930,12.253
4018,10057494,K03234.01,Kepler-1443 b,CONFIRMED,CANDIDATE,2.418101580,1.3720000e-05,-1.3720000e-05,132.3889400,4.600000e-03,-4.600000e-03,0.016,0.439,-0.016,2.14400,0.14500,-0.14500,46.8,4.100e+00,-4.100e+00,0.85,0.15,-9.000e-02,13.40,1,549,6258.00,112.00,-124.00,1.2390,0.2190,-0.1350,1.1350,0.0960,-0.0770,283.435760,47.066860,12.278
4019,7902003,K03236.01,,CANDIDATE,CANDIDATE,7.130441170,7.4360000e-05,-7.4360000e-05,135.5940000,6.800000e-03,-6.800000e-03,0.068,0.370,-0.068,2.56600,0.22600,-0.22600,31.9,3.700e+00,-3.700e+00,1.18,0.23,-2.800e-01,10.50,1,190,6312.00,114.00,-127.00,2.0740,0.4040,-0.4940,1.4430,0.1340,-0.2170,295.439150,43.676311,12.310
4020,6587796,K03237.01,Kepler-1444 b,CONFIRMED,CANDIDATE,33.420300100,6.6690000e-04,-6.6690000e-04,159.1401000,1.520000e-02,-1.520000e-02,0.789,0.182,-0.553,5.30700,0.55100,-0.55100,436.6,5.850e+01,-5.850e+01,2.46,0.37,-2.800e-01,8.90,1,28,5731.00,104.00,-115.00,1.0660,0.1610,-0.1200,0.9770,0.0740,-0.0620,285.330630,42.040428,12.325
4028,8073705,K03245.01,Kepler-1445 b,CONFIRMED,CANDIDATE,10.600520830,8.8670000e-05,-8.8670000e-05,132.9852300,6.010000e-03,-6.010000e-03,0.729,0.235,-0.503,4.50900,0.18700,-0.18700,60.9,4.100e+00,-4.100e+00,1.09,0.18,-2.100e-01,17.40,1,128,6035.00,120.00,-132.00,1.3030,0.2100,-0.2570,1.0090,0.0860,-0.0780,280.249450,43.915058,12.405
4029,9885417,K03246.01,Kepler-1446 b,CONFIRMED,CANDIDATE,0.689967868,1.2830000e-06,-1.2830000e-06,131.6349800,1.570000e-03,-1.570000e-03,0.119,0.340,-0.119,1.16880,0.05390,-0.05390,122.9,5.300e+00,-5.300e+00,0.78,0.06,-2.000e-02,28.70,1,1941,4872.00,97.00,-97.00,0.7260,0.0530,-0.0220,0.8140,0.0290,-0.0530,289.423950,46.726170,12.411
4031,10917433,K03248.01,,CANDIDATE,CANDIDATE,6.912615360,5.1750000e-05,-5.1750000e-05,132.1563800,7.030000e-03,-7.030000e-03,0.656,0.285,-0.446,2.35900,0.21700,-0.21700,34.4,3.400e+00,-3.400e+00,0.64,0.10,-7.000e-02,12.00,1,193,5761.00,115.00,-115.00,1.0440,0.1620,-0.1220,0.9600,0.0720,-0.0650,290.465090,48.332249,12.419
4036,8183288,K03255.01,Kepler-437 b,CONFIRMED,CANDIDATE,66.650452100,3.9510000e-04,-3.9510000e-04,171.1822900,4.920000e-03,-4.920000e-03,0.433,0.036,-0.433,5.74400,0.15300,-0.15300,536.9,2.270e+01,-2.270e+01,1.56,0.07,-7.000e-02,27.10,1,21,4550.00,81.00,-81.00,0.6790,0.0330,-0.0270,0.7130,0.0310,-0.0350,297.347380,44.026939,14.352
4038,4366323,K03258.01,,CANDIDATE,CANDIDATE,40.351170700,4.0210000e-04,-4.0210000e-04,153.4093300,8.250000e-03,-8.250000e-03,0.079,0.379,-0.079,3.97000,0.30100,-0.30100,533.5,5.500e+01,-5.500e+01,1.88,0.38,-1.700e-01,11.30,1,31,5665.00,152.00,-169.00,0.8200,0.1660,-0.0710,0.9160,0.0820,-0.1120,291.937560,39.419941,15.676
4039,2853029,K03259.01,,CANDIDATE,CANDIDATE,72.933276200,8.0810000e-04,-8.0810000e-04,198.1146800,9.110000e-03,-9.110000e-03,0.106,0.351,-0.106,3.82900,0.31300,-0.31300,770.4,7.940e+01,-7.940e+01,2.45,0.22,-1.800e-01,11.30,1,17,5316.00,85.00,-74.00,0.9020,0.0810,-0.0660,0.8750,0.0550,-0.0370,291.564760,38.074589,15.679
4040,12156174,K03260.01,Kepler-1447 b,CONFIRMED,CANDIDATE,56.674666600,4.1510000e-04,-4.1510000e-04,160.4483600,6.010000e-03,-6.010000e-03,0.626,0.299,-0.408,5.51600,0.17000,-0.17000,883.1,4.460e+01,-4.460e+01,4.01,0.64,-8.500e-01,22.70,1,12,5541.00,83.00,-72.00,1.2950,0.2060,-0.2740,0.9450,0.0730,-0.0450,289.643430,50.727089,14.682
4041,12055539,K03261.01,Kepler-1448 b,CONFIRMED,CANDIDATE,12.270570430,6.8630000e-05,-6.8630000e-05,137.5743400,4.890000e-03,-4.890000e-03,0.026,0.422,-0.026,3.00200,0.13000,-0.13000,295.5,1.820e+01,-1.820e+01,1.67,0.54,-1.500e-01,18.70,1,109,6075.00,180.00,-198.00,0.9690,0.3150,-0.0840,1.0480,0.1390,-0.1390,287.867400,50.595581,14.411
4042,12056139,K03262.01,Kepler-1449 b,CONFIRMED,CANDIDATE,13.227475300,1.3260000e-04,-1.3260000e-04,137.7176800,7.930000e-03,-7.930000e-03,0.803,0.047,-0.555,6.35600,0.26500,-0.26500,229.8,1.610e+01,-1.610e+01,1.94,0.63,-2.100e-01,16.40,1,104,6269.00,170.00,-227.00,1.1550,0.3760,-0.1250,1.2370,0.1540,-0.1690,288.231750,50.567879,15.050
4043,11853130,K03263.01,,CANDIDATE,CANDIDATE,76.879358930,4.8340000e-05,-4.8340000e-05,146.8824510,5.050000e-04,-5.050000e-04,0.864,0.076,-0.045,2.38190,0.04290,-0.04290,21272.0,2.530e+02,-2.530e+02,7.71,0.80,-8.600e-01,131.00,1,14,3638.00,72.00,-79.00,0.4360,0.0450,-0.0490,0.4670,0.0430,-0.0520,285.095860,50.100960,15.949
4044,9345933,K03264.01,,CANDIDATE,CANDIDATE,13.015182600,1.3950000e-04,-1.3950000e-04,134.7469700,7.490000e-03,-7.490000e-03,0.852,0.120,-0.610,3.61300,0.27400,-0.27400,331.6,3.240e+01,-3.240e+01,1.36,0.12,-1.200e-01,11.90,1,103,4794.00,144.00,-144.00,0.6430,0.0570,-0.0570,0.6320,0.0760,-0.0410,293.259030,45.837448,15.961
4046,8826007,K03266.01,Kepler-1450 b,CONFIRMED,CANDIDATE,54.509154900,5.6710000e-04,-5.6710000e-04,140.8273900,7.780000e-03,-7.780000e-03,0.940,0.008,-0.703,5.12500,0.17900,-0.17900,622.2,4.220e+01,-4.220e+01,1.94,0.18,-1.600e-01,17.00,1,25,4406.00,118.00,-131.00,0.6030,0.0560,-0.0500,0.6210,0.0650,-0.0530,294.553830,45.081390,15.498
4047,8620402,K03267.01,,CANDIDATE,CANDIDATE,14.195962100,1.2000000e-04,-1.2000000e-04,137.0122100,6.490000e-03,-6.490000e-03,0.786,0.177,-0.563,3.60500,0.20800,-0.20800,196.2,1.650e+01,-1.650e+01,1.66,0.54,-1.800e-01,14.10,1,90,6214.00,186.00,-224.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730,290.216670,44.779678,14.706
4048,8379021,K03268.01,,CANDIDATE,CANDIDATE,11.524828740,4.4860000e-05,-4.4860000e-05,134.0816300,3.230000e-03,-3.230000e-03,1.205,72.700,-8.211,1.72400,0.18300,-0.18300,577.6,4.670e+01,-4.670e+01,22.56,5.38,-2.910e+00,16.20,1,114,5592.00,169.00,-152.00,0.8920,0.2130,-0.1150,0.8620,0.1040,-0.0760,296.404480,44.367458,15.595
4051,7285757,K03271.01,,CANDIDATE,CANDIDATE,19.548966600,1.3960000e-04,-1.3960000e-04,149.7888200,4.320000e-03,-4.320000e-03,0.830,0.001,-0.585,1.78000,0.18100,-0.18100,523.8,4.970e+01,-4.970e+01,1.89,0.35,-1.500e-01,12.60,2,71,5549.00,163.00,-163.00,0.7320,0.1370,-0.0590,0.7760,0.0890,-0.0650,292.958190,42.854889,15.717
4052,7285757,K03271.02,,CANDIDATE,CANDIDATE,7.418345690,6.4740000e-05,-6.4740000e-05,133.5173800,7.420000e-03,-7.420000e-03,0.049,0.413,-0.049,2.46200,0.21500,-0.21500,234.0,2.410e+01,-2.410e+01,1.12,0.21,-9.000e-02,11.20,2,183,5549.00,163.00,-163.00,0.7320,0.1370,-0.0590,0.7760,0.0890,-0.0650,292.958190,42.854889,15.717
4055,5280587,K03274.01,Kepler-1451 b,CONFIRMED,CANDIDATE,35.622552800,5.4270000e-04,-5.4270000e-04,141.4514000,1.290000e-02,-1.290000e-02,0.261,0.203,-0.261,4.84500,0.40300,-0.40300,651.1,7.880e+01,-7.880e+01,2.24,0.59,-2.000e-01,9.60,1,33,5799.00,157.00,-175.00,0.8780,0.2310,-0.0770,0.9750,0.1040,-0.1160,293.446440,40.409889,15.332
4058,3120904,K03277.01,Kepler-1452 b,CONFIRMED,CANDIDATE,42.913663500,3.3060000e-04,-3.3060000e-04,139.8884800,6.590000e-03,-6.590000e-03,0.403,0.041,-0.403,5.22700,0.16600,-0.16600,160.6,1.010e+01,-1.010e+01,3.19,0.38,-8.300e-01,18.20,1,32,6049.00,121.00,-121.00,2.4830,0.2990,-0.6480,1.4190,0.1570,-0.1920,292.422820,38.266331,13.062
4060,3544640,K03279.01,,CANDIDATE,CANDIDATE,30.827824500,3.1580000e-04,-3.1580000e-04,143.1448000,7.840000e-03,-7.840000e-03,0.023,0.426,-0.022,4.21400,0.21500,-0.21500,641.3,5.210e+01,-5.210e+01,2.42,0.68,-2.700e-01,13.90,1,38,5982.00,189.00,-232.00,0.9600,0.2700,-0.1080,1.0470,0.1260,-0.1390,291.431430,38.654388,15.765
4061,10653179,K03280.01,Kepler-1453 b,CONFIRMED,CANDIDATE,47.160793200,4.3620000e-04,-4.3620000e-04,150.2579700,6.990000e-03,-6.990000e-03,0.028,0.426,-0.028,4.00300,0.23100,-0.23100,723.2,6.170e+01,-6.170e+01,2.58,0.67,-2.800e-01,13.60,1,25,5936.00,158.00,-193.00,0.9650,0.2500,-0.1070,1.0750,0.1020,-0.1650,286.125550,47.947609,15.570
4062,11177676,K03281.01,Kepler-1454 b,CONFIRMED,CANDIDATE,47.032047800,7.1930000e-04,-7.1930000e-04,175.4730000,1.060000e-02,-1.060000e-02,0.161,0.311,-0.161,5.89200,0.30200,-0.30200,367.8,3.120e+01,-3.120e+01,1.98,0.42,-3.100e-01,13.70,1,22,5370.00,80.00,-80.00,1.0550,0.2200,-0.1650,0.8810,0.0610,-0.0350,284.223330,48.831772,14.904
4063,12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE,49.276844800,3.3570000e-04,-3.3570000e-04,157.0207300,5.150000e-03,-5.150000e-03,0.022,0.419,-0.022,3.78700,0.17100,-0.17100,1132.9,7.300e+01,-7.300e+01,1.75,0.09,-1.300e-01,17.80,1,26,3899.00,78.00,-78.00,0.5290,0.0280,-0.0380,0.5280,0.0360,-0.0300,294.083070,50.502769,15.855
4064,9008103,K03283.02,,CANDIDATE,CANDIDATE,20.571810700,2.1750000e-04,-2.1750000e-04,142.8026700,8.320000e-03,-8.320000e-03,0.123,0.338,-0.123,3.39900,0.27200,-0.27200,379.0,3.350e+01,-3.350e+01,1.34,0.14,-1.000e-01,13.00,1,67,4922.00,148.00,-133.00,0.7080,0.0770,-0.0490,0.7950,0.0550,-0.0830,286.089080,45.369011,15.322
4065,6497146,K03284.01,Kepler-438 b,CONFIRMED,CANDIDATE,35.233069400,2.7050000e-04,-2.7050000e-04,135.3647700,6.370000e-03,-6.370000e-03,0.139,0.323,-0.139,3.67400,0.21500,-0.21500,352.8,2.750e+01,-2.750e+01,0.97,0.06,-7.000e-02,14.50,1,38,3749.00,75.00,-84.00,0.5240,0.0330,-0.0370,0.5540,0.0280,-0.0430,281.645810,41.951092,14.467
4067,8016691,K03286.01,Kepler-1456 b,CONFIRMED,CANDIDATE,18.137378800,2.3070000e-04,-2.3070000e-04,136.8106000,1.150000e-02,-1.150000e-02,0.945,0.016,-0.674,3.84400,0.24000,-0.24000,310.8,3.260e+01,-3.260e+01,1.41,0.11,-1.500e-01,11.30,1,67,4257.00,148.00,-163.00,0.6020,0.0480,-0.0640,0.5890,0.0640,-0.0520,286.945310,43.822769,15.464
4068,6584273,K03287.01,Kepler-1457 b,CONFIRMED,CANDIDATE,51.110479700,4.3440000e-04,-4.3440000e-04,143.7785500,7.240000e-03,-7.240000e-03,0.029,0.418,-0.029,7.71200,0.21000,-0.21000,330.0,1.750e+01,-1.750e+01,1.60,0.45,-1.400e-01,21.90,1,19,5968.00,143.00,-178.00,0.8810,0.2460,-0.0770,0.9700,0.1070,-0.1180,283.770600,42.027241,14.060
4069,5768816,K03288.01,Kepler-1458 b,CONFIRMED,CANDIDATE,47.986911900,2.5680000e-04,-2.5680000e-04,160.6540100,4.460000e-03,-4.460000e-03,0.873,0.050,-0.596,5.34200,0.14300,-0.14300,859.3,3.760e+01,-3.760e+01,3.35,0.88,-4.700e-01,25.70,1,22,5641.00,152.00,-152.00,0.9810,0.2580,-0.1390,0.8990,0.1140,-0.0850,283.211610,41.038059,14.190
4077,9447166,K03296.01,Kepler-1459 b,CONFIRMED,CANDIDATE,62.869463000,1.0240000e-03,-1.0240000e-03,166.0137000,1.240000e-02,-1.240000e-02,0.954,0.002,-0.671,6.84200,0.29900,-0.29900,341.7,2.510e+01,-2.510e+01,1.96,0.06,-1.200e-01,16.20,1,20,4762.00,85.00,-76.00,0.7810,0.0260,-0.0450,0.7620,0.0420,-0.0270,282.423030,46.014019,14.591
4079,8151055,K03298.01,Kepler-1460 b,CONFIRMED,CANDIDATE,29.963281600,1.9980000e-04,-1.9980000e-04,149.9435300,5.380000e-03,-5.380000e-03,0.855,0.068,-0.594,2.60000,0.12800,-0.12800,893.2,5.830e+01,-5.830e+01,2.24,0.18,-2.000e-01,17.70,1,41,4463.00,159.00,-159.00,0.6380,0.0510,-0.0570,0.6240,0.0700,-0.0510,285.557800,44.010792,15.947
4083,8301878,K03301.01,,CANDIDATE,CANDIDATE,20.710636800,2.1870000e-04,-2.1870000e-04,140.8998200,8.830000e-03,-8.830000e-03,0.604,0.365,-0.391,2.69300,0.27000,-0.27000,142.5,1.580e+01,-1.580e+01,1.12,0.30,-1.300e-01,11.00,1,62,5631.00,169.00,-152.00,0.9010,0.2420,-0.1040,0.8900,0.1040,-0.0830,292.629640,44.283119,14.180
4085,7510820,K03303.01,Kepler-1461 b,CONFIRMED,CANDIDATE,29.349385200,1.7550000e-04,-1.7550000e-04,148.4656400,4.610000e-03,-4.610000e-03,0.750,0.048,-0.523,4.31300,0.15600,-0.15600,659.2,3.660e+01,-3.660e+01,2.02,0.22,-1.600e-01,20.30,1,47,4987.00,151.00,-136.00,0.7220,0.0790,-0.0580,0.7840,0.0640,-0.0850,285.830470,43.198391,15.689
4087,6880517,K03305.01,Kepler-1462 b,CONFIRMED,CANDIDATE,65.649100100,7.1300000e-04,-7.1300000e-04,174.7931900,8.420000e-03,-8.420000e-03,0.038,0.393,-0.038,7.29800,0.20800,-0.20800,983.9,5.460e+01,-5.460e+01,2.52,0.52,-2.200e-01,20.50,1,17,5436.00,187.00,-187.00,0.8190,0.1690,-0.0730,0.9190,0.0720,-0.1080,296.397520,42.396919,15.858
4088,6615511,K03306.01,Kepler-1463 b,CONFIRMED,CANDIDATE,25.159338900,4.2360000e-04,-4.2360000e-04,153.0404000,1.130000e-02,-1.130000e-02,0.035,0.403,-0.035,5.19800,0.28200,-0.28200,358.1,3.190e+01,-3.190e+01,1.76,0.53,-1.700e-01,13.10,1,47,5973.00,187.00,-229.00,0.9350,0.2800,-0.0930,1.0240,0.1190,-0.1450,294.487300,42.006920,15.759
4089,6131130,K03307.01,,CANDIDATE,CANDIDATE,10.507178100,1.0820000e-04,-1.0820000e-04,139.6643200,7.910000e-03,-7.910000e-03,0.232,0.236,-0.232,2.68000,0.26200,-0.26200,271.8,3.010e+01,-3.010e+01,1.41,0.24,-1.900e-01,11.10,1,121,5290.00,167.00,-167.00,0.8650,0.1510,-0.1130,0.7880,0.1130,-0.0610,294.136260,41.456692,15.654
4090,3632089,K03308.01,Kepler-1464 b,CONFIRMED,CANDIDATE,31.778756400,2.1050000e-04,-2.1050000e-04,136.7692900,5.100000e-03,-5.100000e-03,0.290,0.136,-0.290,8.09300,0.16000,-0.16000,262.0,1.050e+01,-1.050e+01,1.50,0.41,-2.700e-01,25.90,2,42,5638.00,152.00,-152.00,0.9280,0.2520,-0.1680,0.7730,0.1240,-0.0530,287.235690,38.754162,14.159
4091,3632089,K03308.02,Kepler-1464 c,CONFIRMED,CANDIDATE,5.327841570,4.2900000e-05,-4.2900000e-05,133.5500500,6.350000e-03,-6.350000e-03,0.116,0.320,-0.116,4.69600,0.18700,-0.18700,87.2,6.200e+00,-6.200e+00,0.86,0.24,-1.500e-01,15.90,2,243,5638.00,152.00,-152.00,0.9280,0.2520,-0.1680,0.7730,0.1240,-0.0530,287.235690,38.754162,14.159
4092,5563300,K03309.01,,CANDIDATE,CANDIDATE,71.054575550,5.1920000e-05,-5.1920000e-05,134.7345890,5.540000e-04,-5.540000e-04,0.061,0.283,-0.061,1.91620,0.02460,-0.02460,4853.2,6.060e+01,-6.060e+01,5.91,1.22,-8.100e-01,95.90,1,18,5290.00,159.00,-159.00,0.8650,0.1790,-0.1190,0.7880,0.1150,-0.0570,298.968290,40.797352,14.710
4093,12253769,K03310.01,,CANDIDATE,CANDIDATE,20.551272200,1.5970000e-04,-1.5970000e-04,141.0870000,5.730000e-03,-5.730000e-03,0.946,0.005,-0.676,4.63900,0.13400,-0.13400,191.2,1.120e+01,-1.120e+01,1.64,0.18,-1.300e-01,20.00,1,65,5401.00,108.00,-97.00,0.9180,0.1000,-0.0730,0.8940,0.0550,-0.0440,288.804570,50.990620,13.550
4094,12735830,K03311.01,Kepler-1465 b,CONFIRMED,CANDIDATE,31.827649000,1.3550000e-04,-1.3550000e-04,134.5999500,3.530000e-03,-3.530000e-03,0.785,0.151,-0.538,1.63900,0.11500,-0.11500,520.0,3.900e+01,-3.900e+01,4.98,0.79,-3.150e+00,16.40,1,43,4774.00,57.00,-114.00,1.9540,0.3090,-1.2380,0.9590,0.0750,-0.1880,289.819340,51.904850,14.410
4095,11905409,K03312.01,,CANDIDATE,CANDIDATE,18.093900400,2.2880000e-04,-2.2880000e-04,139.0170600,9.900000e-03,-9.900000e-03,0.445,0.026,-0.445,3.29400,0.33300,-0.33300,467.3,4.800e+01,-4.800e+01,1.91,0.48,-1.600e-01,11.60,1,63,5904.00,142.00,-178.00,0.8670,0.2180,-0.0730,0.9580,0.1090,-0.1200,286.502110,50.246189,15.739
4096,9571186,K03313.01,,CANDIDATE,CANDIDATE,34.952425600,1.2430000e-04,-1.2430000e-04,163.5204800,2.980000e-03,-2.980000e-03,1.225,70.240,-3.321,1.71700,0.16200,-0.16200,677.0,5.300e+01,-5.300e+01,21.74,1.81,-1.510e+00,15.80,1,38,4921.00,159.00,-145.00,0.7790,0.0650,-0.0540,0.8640,0.0360,-0.0790,283.047640,46.265331,14.767
4098,8554701,K03315.01,Kepler-1466 b,CONFIRMED,CANDIDATE,31.174831100,2.1310000e-04,-2.1310000e-04,159.1004900,5.930000e-03,-5.930000e-03,0.016,0.421,-0.016,3.79000,0.16800,-0.16800,200.2,1.360e+01,-1.360e+01,1.31,0.40,-1.400e-01,17.00,1,43,6086.00,164.00,-182.00,0.9210,0.2880,-0.0960,1.0030,0.1290,-0.1290,289.831210,44.609859,13.926
4099,9031209,K03316.01,Kepler-1467 b,CONFIRMED,CANDIDATE,47.056847600,1.8960000e-04,-1.8960000e-04,161.0586400,2.910000e-03,-2.910000e-03,0.027,0.406,-0.027,5.22320,0.09580,-0.09580,1531.2,4.570e+01,-4.570e+01,2.84,0.47,-2.200e-01,38.00,1,27,5288.00,159.00,-159.00,0.7400,0.1220,-0.0570,0.8280,0.0710,-0.0940,295.048550,45.342682,15.549
4101,8331612,K03318.01,,CANDIDATE,CANDIDATE,13.835395900,2.7480000e-04,-2.7480000e-04,134.3082000,1.620000e-02,-1.620000e-02,0.940,0.024,-0.727,4.96100,0.35600,-0.35600,818.0,9.040e+01,-9.040e+01,3.78,1.22,-5.200e-01,10.30,2,67,6020.00,211.00,-211.00,1.0570,0.3410,-0.1460,1.0300,0.1450,-0.1300,301.278690,44.250530,15.842
4102,8331612,K03318.02,,CANDIDATE,CANDIDATE,25.697068800,7.0330000e-04,-7.0330000e-04,144.2286000,2.380000e-02,-2.380000e-02,0.943,0.026,-0.724,3.73900,0.47200,-0.47200,835.0,1.510e+02,-1.510e+02,3.83,1.24,-5.300e-01,6.40,2,14,6020.00,211.00,-211.00,1.0570,0.3410,-0.1460,1.0300,0.1450,-0.1300,301.278690,44.250530,15.842
4103,5965819,K03319.01,,CANDIDATE,CANDIDATE,19.590610300,1.3180000e-04,-1.3180000e-04,144.6596900,5.810000e-03,-5.810000e-03,0.529,0.012,-0.475,6.74500,0.15100,-0.15100,297.0,1.230e+01,-1.230e+01,2.64,0.44,-5.300e-01,24.90,3,64,5794.00,78.00,-78.00,1.4960,0.2450,-0.2990,1.0720,0.1120,-0.0840,293.519840,41.277409,15.024
4104,5965819,K03319.02,Kepler-1468 b,CONFIRMED,CANDIDATE,8.239830410,4.0050000e-05,-4.0050000e-05,137.7552800,4.190000e-03,-4.190000e-03,0.012,0.425,-0.012,5.61900,0.11900,-0.11900,251.0,9.100e+00,-9.100e+00,2.35,0.38,-4.700e-01,29.40,3,165,5794.00,78.00,-78.00,1.4960,0.2450,-0.2990,1.0720,0.1120,-0.0840,293.519840,41.277409,15.024
